id,ts,rule_id,src_ip,username,severity,raw,status,acknowledged_at,acknowledged_by,country_code,event_occurred_at
142,2026-08-04 22:55:59.100278,privilege_escalation,192.168.1.16,deploy,critical,"{""src_ip"": ""192.168.1.16"", ""message"": ""Suspicious sudo usage by deploy: attempting to access /etc/shadow"", ""rule_id"": ""privilege_escalation"", ""severity"": ""critical"", ""username"": ""deploy"", ""timestamp"": ""2026-08-04T22:55:58Z""}",new,,,,
143,2026-08-04 22:56:02.060017,privilege_escalation,192.168.1.49,www-data,critical,"{""src_ip"": ""192.168.1.49"", ""message"": ""Suspicious sudo usage by www-data: attempting to access /etc/shadow"", ""rule_id"": ""privilege_escalation"", ""severity"": ""critical"", ""username"": ""www-data"", ""timestamp"": ""2026-08-04T22:56:01Z""}",new,,,,
144,2026-08-04 22:56:05.229851,malware_detected,192.168.1.10,system,critical,"{""src_ip"": ""192.168.1.10"", ""message"": ""Malware detected: Ransom.WannaCry.S (ransomware) at /home/user/Documents/important.docx.encrypted"", ""rule_id"": ""malware_detected"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/home/user/Documents/important.docx.encrypted"", ""timestamp"": ""2026-08-04T22:56:05Z"", ""malware_name"": ""Ransom.WannaCry.S"", ""malware_type"": ""ransomware""}",new,,,,
145,2026-08-04 22:56:07.941003,malware_detected,192.168.1.16,system,critical,"{""src_ip"": ""192.168.1.16"", ""message"": ""Malware detected: Trojan.GenericKD.46789 (trojan) at /tmp/.cache/svchost.exe"", ""rule_id"": ""malware_detected"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/tmp/.cache/svchost.exe"", ""timestamp"": ""2026-08-04T22:56:07Z"", ""malware_name"": ""Trojan.GenericKD.46789"", ""malware_type"": ""trojan""}",new,,,,
146,2026-08-04 22:56:11.195989,privilege_escalation,192.168.1.33,deploy,critical,"{""src_ip"": ""192.168.1.33"", ""message"": ""Suspicious sudo usage by deploy: attempting to access /etc/shadow"", ""rule_id"": ""privilege_escalation"", ""severity"": ""critical"", ""username"": ""deploy"", ""timestamp"": ""2026-08-04T22:56:10Z""}",new,,,,
147,2026-08-04 22:56:14.792012,malware_detected,192.168.1.43,system,critical,"{""src_ip"": ""192.168.1.43"", ""message"": ""Malware detected: Ransom.WannaCry.S (ransomware) at /home/user/Documents/important.docx.encrypted"", ""rule_id"": ""malware_detected"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/home/user/Documents/important.docx.encrypted"", ""timestamp"": ""2026-08-04T22:56:14Z"", ""malware_name"": ""Ransom.WannaCry.S"", ""malware_type"": ""ransomware""}",new,,,,
148,2026-08-04 22:56:27.330084,malware_detected,192.168.1.30,system,critical,"{""src_ip"": ""192.168.1.30"", ""message"": ""Malware detected: Trojan.GenericKD.46789 (trojan) at /tmp/.cache/svchost.exe"", ""rule_id"": ""malware_detected"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/tmp/.cache/svchost.exe"", ""timestamp"": ""2026-08-04T22:56:27Z"", ""malware_name"": ""Trojan.GenericKD.46789"", ""malware_type"": ""trojan""}",new,,,,
149,2026-08-04 22:56:29.404141,file_integrity,192.168.1.25,system,critical,"{""src_ip"": ""192.168.1.25"", ""message"": ""ossec: integrity checksum changed: /etc/shadow"", ""rule_id"": ""file_integrity"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/etc/shadow"", ""timestamp"": ""2026-08-04T22:56:29Z""}",new,,,,
150,2026-08-04 22:56:30.753288,file_integrity,192.168.1.25,system,high,"{""src_ip"": ""192.168.1.25"", ""message"": ""ossec: integrity checksum changed: /var/www/html/index.php"", ""rule_id"": ""file_integrity"", ""severity"": ""high"", ""username"": ""system"", ""file_path"": ""/var/www/html/index.php"", ""timestamp"": ""2026-08-04T22:56:30Z""}",new,,,,
151,2026-08-04 22:56:34.618349,file_integrity,192.168.1.22,system,critical,"{""src_ip"": ""192.168.1.22"", ""message"": ""ossec: integrity checksum changed: /etc/passwd"", ""rule_id"": ""file_integrity"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/etc/passwd"", ""timestamp"": ""2026-08-04T22:56:32Z""}",new,,,,
152,2026-08-04 22:56:34.787307,file_integrity,192.168.1.22,system,high,"{""src_ip"": ""192.168.1.22"", ""message"": ""ossec: integrity checksum changed: /var/www/html/index.php"", ""rule_id"": ""file_integrity"", ""severity"": ""high"", ""username"": ""system"", ""file_path"": ""/var/www/html/index.php"", ""timestamp"": ""2026-08-04T22:56:34Z""}",new,,,,
154,2026-08-05 00:06:33.356414,ssh_bruteforce_auto,203.0.113.201,detected_automatically,high,"{""src_ip"": ""203.0.113.201"", ""rule_id"": ""ssh_bruteforce_auto"", ""severity"": ""high"", ""username"": ""detected_automatically"", ""timestamp"": ""2026-08-05T00:06:32.032719Z"", ""event_time"": ""2026-08-05T00:05:12.000Z"", ""event_count"": 6, ""detection_method"": ""automated_script""}",new,,,,2026-08-05 00:05:12+00
155,2026-08-05 00:06:33.416516,ssh_bruteforce_auto,203.0.113.202,detected_automatically,high,"{""src_ip"": ""203.0.113.202"", ""rule_id"": ""ssh_bruteforce_auto"", ""severity"": ""high"", ""username"": ""detected_automatically"", ""timestamp"": ""2026-08-05T00:06:32.059637Z"", ""event_time"": ""2026-08-05T00:05:32.000Z"", ""event_count"": 6, ""detection_method"": ""automated_script""}",new,,,,2026-08-05 00:05:32+00
156,2026-08-05 00:06:33.430958,ssh_bruteforce_auto,203.0.113.203,detected_automatically,high,"{""src_ip"": ""203.0.113.203"", ""rule_id"": ""ssh_bruteforce_auto"", ""severity"": ""high"", ""username"": ""detected_automatically"", ""timestamp"": ""2026-08-05T00:06:32.081236Z"", ""event_time"": ""2026-08-05T00:05:52.000Z"", ""event_count"": 6, ""detection_method"": ""automated_script""}",new,,,,2026-08-05 00:05:52+00
157,2026-08-05 00:06:33.595628,ssh_bruteforce_auto,203.0.113.204,detected_automatically,high,"{""src_ip"": ""203.0.113.204"", ""rule_id"": ""ssh_bruteforce_auto"", ""severity"": ""high"", ""username"": ""detected_automatically"", ""timestamp"": ""2026-08-05T00:06:33.056390Z"", ""event_time"": ""2026-08-05T00:06:12.000Z"", ""event_count"": 6, ""detection_method"": ""automated_script""}",new,,,,2026-08-05 00:06:12+00
158,2026-08-05 00:08:33.537789,ssh_bruteforce_auto,203.0.113.206,detected_automatically,high,"{""src_ip"": ""203.0.113.206"", ""rule_id"": ""ssh_bruteforce_auto"", ""severity"": ""high"", ""username"": ""detected_automatically"", ""timestamp"": ""2026-08-05T00:08:33.273650Z"", ""event_time"": ""2026-08-05T00:06:52.000Z"", ""event_count"": 6, ""detection_method"": ""automated_script""}",new,,,,2026-08-05 00:06:52+00
